"BehaviorSpace results (NetLogo 6.2.1)"
"EjemploCentGrado.nlogo"
"experiment"
"08/31/2022 13:09:48:152 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","tipo-semillas","num-nodos","[step]","ticks"
"890","grado-","150","45","45"
"884","grado-","150","39","39"
"896","grado-","150","35","35"
"895","grado-","150","29","29"
"894","grado-","150","41","41"
"897","grado-","150","35","35"
"898","grado-","150","46","46"
"899","grado-","150","39","39"
"900","grado-","150","39","39"
"901","grado-","200","47","47"
"903","grado-","200","41","41"
"902","grado-","200","42","42"
"907","grado-","200","33","33"
"904","grado-","200","42","42"
"905","grado-","200","40","40"
"906","grado-","200","45","45"
"909","grado-","200","27","27"
"912","grado-","200","33","33"
"916","grado-","200","32","32"
"910","grado-","200","44","44"
"908","grado-","200","34","34"
"913","grado-","200","40","40"
"911","grado-","200","36","36"
"914","grado-","200","40","40"
"919","grado-","200","40","40"
"921","grado-","200","36","36"
"920","grado-","200","40","40"
"923","grado-","200","38","38"
"922","grado-","200","37","37"
"917","grado-","200","43","43"
"915","grado-","200","43","43"
"918","grado-","200","38","38"
"925","grado-","200","32","32"
"927","grado-","200","31","31"
"929","grado-","200","30","30"
"926","grado-","200","34","34"
"928","grado-","200","44","44"
"924","grado-","200","36","36"
"931","grado-","200","31","31"
"930","grado-","200","46","46"
"933","grado-","200","32","32"
"935","grado-","200","40","40"
"936","grado-","200","37","37"
"932","grado-","200","51","51"
"937","grado-","200","40","40"
"934","grado-","200","52","52"
"938","grado-","200","42","42"
"940","grado-","200","47","47"
"939","grado-","200","40","40"
"942","grado-","200","40","40"
"941","grado-","200","33","33"
"944","grado-","200","35","35"
"943","grado-","200","39","39"
"947","grado-","200","32","32"
"949","grado-","200","39","39"
"951","grado-","200","30","30"
"946","grado-","200","51","51"
"953","grado-","200","30","30"
"945","grado-","200","34","34"
"948","grado-","200","41","41"
"950","grado-","200","35","35"
"954","grado-","200","42","42"
"955","grado-","200","42","42"
"957","grado-","200","35","35"
"958","grado-","200","30","30"
"952","grado-","200","39","39"
"959","grado-","200","35","35"
"960","grado-","200","39","39"
"962","grado-","200","37","37"
